Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
5,1342,"Blake-Albina Thoroughbred Services LLC ","","Ribbon of Gold","","CH",Colt,"Ribbon of Gold","City Zip","Dansette (GB)","","","","","Out",0
5,1343,"Denali Stud (Craig & Holly Bandoroff), Agent XXI ","","Battalion","","DB/BR",Colt,"Battalion","Tiznow","Darling's Darling","","","","","China Horse Club/Maverick Racing",80000
5,1344,"Denali Stud (Craig & Holly Bandoroff), Agent XXXII ","","Paterson","","DB/BR",Filly,"Paterson","Uncle Mo","D' Elegance","","","","","August Dawn/Webb Carroll Training Center, Agent",210000
5,1345,"Hunter Valley Farm, Agent ","","Da Gold Room","","DB/BR",Colt,"Da Gold Room","Kitten's Joy","Desertstormelite","","","","","Chris Hartman",5000
5,1346,"Gainesway, Agent XX ","","Detective","","CH",Colt,"Detective","Malibu Moon","Detect","","","","","Clear Ridge Stables",17000
5,1347,"Hill 'n' Dale Sales Agency, Agent ","","Seven Clubs","","B",Filly,"Seven Clubs","Candy Ride (ARG)","Distracting","","","","","Todd Mostoller",105000
5,1348,"Gainesway, Agent VI ","","Fiftyshays Ofgreen","","B",Filly,"Fiftyshays Ofgreen","Bernardini","Divine Dispatch","","","","","D. J. Stable",100000
5,1349,"Denali Stud (Craig & Holly Bandoroff), Agent XLIII ","","Rosy Scenario","","B",Filly,"Rosy Scenario","Malibu Moon","Divine Praises","","","","","Welles Way Partners",280000
5,1350,"Gainesway, Agent XXV ","","Taepung Sori","","B",Colt,"Taepung Sori","Giant's Causeway","Divine Rule","","","","","K.O.I.D. Co., Ltd.",30000
5,1351,"Taylor Made Sales Agency, Agent CII ","","Dark Scimitar","","DB/BR",Colt,"Dark Scimitar","Verrazano","Don't Stop to Shop","","","","","Global Equine Group / Adam Driver",30000
5,1352,"Bedouin Bloodstock, Agent IV ","","Bridge Dancer","","DB/BR",Filly,"Bridge Dancer","Verrazano","Do the Danse","","","","","R.N.A. (25,000)",---
5,1353,"Gainesway, Agent VII ","","Double Advantage","","B",Colt,"Double Advantage","Tapiture","Double Harbor","","","","","West Bloodstock/Repole Stables",180000
5,1354,"Lane's End, Agent for Kinsman Farm ","","Exemplify","","B",Filly,"Exemplify","Quality Road","Dream of Mine","","","","","R.N.A. (45,000)",---
5,1355,"Lane's End, Agent ","","Square One","","DB/BR",Colt,"Square One","Cairo Prince","Dream Regime","","","","","Cromwell Bloodstock",140000
5,1356,"Sierra Farm ","","Mission Canyon","","B",Colt,"Mission Canyon","Uncle Mo","Dreamy Maiden","","","","","Atlantic Bloodstock",230000
5,1357,"Taylor Made Sales Agency, Agent LXXXVIII ","","Antioka","","B",Filly,"Antioka","Tonalist","Dressed for Succes","","","","","Out",0
5,1358,"Gainesway, Agent LIV ","","Mr. Monomoy","","B",Colt,"Mr. Monomoy","Palace Malice","Drumette","","","","","Out",0
5,1359,"Lane's End, Agent ","","First Course","","B",Filly,"First Course","Curlin","Dyning Out","","","","","G. Watts Humphrey, Jr.",250000
5,1360,"Taylor Made Sales Agency, Agent CII ","","Maliced","","GR/RO",Filly,"Maliced","Palace Malice","Electric Temptress","","","","","Out",0
5,1361,"Hill 'n' Dale Sales Agency, Agent ","","Excelling","","B",Filly,"Excelling","Hard Spun","Embur's Melody","","","","","R.N.A. (22,000)",---
5,1362,"Blackburn Farm (Michael T. Barnett), Agent ","","Saxony","","DB/BR",Filly,"Saxony","Hard Spun","Even Song","","","","","Dunwoody Farm (Bruce & Laurie Berenson)",45000
5,1363,"Pope McLean (Crestwood Farm), Agent VII ","","Blacktein","","DB/BR",Colt,"Blacktein","Fed Biz","Excess's Best","","","","","Off the Hook, Agent I",40000
5,1364,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VII ","","Epic Adventure","","DB/BR",Colt,"Epic Adventure","Street Sense","Exchange Cat","","","","","Ben Glass, Agent",170000
5,1365,"Lane's End, Agent ","","Paid Informant","","B",Filly,"Paid Informant","Into Mischief","Eyes Wide Open","","","","","Out",0
5,1366,"Lane's End, Agent ","","Welcome West","","B",Colt,"Welcome West","Bernardini","Fanfare","","","","","Ben Glass, Agent",175000
5,1367,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent VII ","","Panorama Sun","","CH",Colt,"Panorama Sun","Flatter","Fast Tigress","","","","","Antorwag Investments",75000
5,1368,"Lane's End, Agent ","","Good On Paper","","B",Filly,"Good On Paper","War Front","Feathered","","","","","Out",0
5,1369,"Bluewater Sales LLC, Agent IV ","","Final Figure","","B",Filly,"Final Figure","Bodemeister","Figurehead","","","","","R.N.A. (50,000)",---
5,1370,"Winter Quarter Farm, Agent II ","","Bullseye Bun","","DB/BR",Colt,"Bullseye Bun","Dialed In","Figure of Beauty","","","","","Out",0
5,1371,"Hill 'n' Dale Sales Agency, Agent ","","Muskoka Giant","","DB/BR",Colt,"Muskoka Giant","Curlin","Finn's Jewel","","","","","Justin Casse for Conrad Farms",350000
5,1372,"Gainesway, Agent VI ","","Isle of Man","","GR/RO",Colt,"Isle of Man","Tapit","Flores Island","","","","","West Bloodstock, Robert and Lawana Low",850000
5,1373,"Select Sales, Agent LXV ","","Winnipeg Wonder","","B",Filly,"Winnipeg Wonder","Shanghai Bobby","Flowerette","","","","","Zoom & Fish/Paul Nicks, Agent",135000
5,1374,"Select Sales, Agent for Machmer Hall I ","","Screech","","CH",Colt,"Screech","Tonalist","Fly in for the Win","","","","","Silverton Hill",200000
5,1375,"Gainesway, Agent LVI ","","Happy Bee","","CH",Filly,"Happy Bee","Distorted Humor","Flying Colors (IRE)","","","","","Out",0
5,1376,"Taylor Made Sales Agency, Agent LXXIX ","","Double That","","B",Filly,"Double That","Midnight Lute","Ford Gallop","","","","","Fred M. Allor",150000
5,1377,"Taylor Made Sales Agency, Agent XL ","","Ask for Bode","","DB/BR",Colt,"Ask for Bode","Bodemeister","Forestier","","","","","R.N.A. (75,000)",---
5,1378,"Summerfield (Francis & Barbara Vanlangendonck), Agent for Stonestreet Bred & Raised","","Uncle Chuck","","DB/BR",Colt,"Uncle Chuck","Uncle Mo","Forest Music","","","","","Three Amigos",250000
5,1379,"Hill 'n' Dale Sales Agency, Agent ","","Starzip","","B",Colt,"Starzip","City Zip","Freedom Star","","","","","Phoenix Thoroughbreds",200000
5,1380,"Gainesway, Agent L ","","Amatista","","B",Filly,"Amatista","Candy Ride (ARG)","Free Flying Soul","","","","","Off the Hook, Agent I",10000
5,1381,"Denali Stud (Craig & Holly Bandoroff), Agent XX ","","First in Line","","B",Colt,"First in Line","Uncle Mo","Front in Line","","","","","SGV Thoroughbreds",135000
5,1382,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ","","Funny Enough","","B",Filly,"Funny Enough","Will Take Charge","Funny Sunny","","","","","Sallusto and Albina, Agents",250000
5,1383,"Gainesway, Agent VIII ","","Jasiri","","B",Colt,"Jasiri","Bernardini","Game for More","","","","","H. Allen Poindexter",10000
5,1384,"Winter Quarter Farm, Agent II ","","Pleasure Garden","","B",Colt,"Pleasure Garden","Union Rags","Garden of Eden","","","","","Oliver St Lawrence",90000
5,1385,"Select Sales, Agent XLVII ","","Tink","","CH",Filly,"Tink","Verrazano","Gayatri","","","","","Hemingway Racing & Training Stables",30000
5,1386,"Sierra Farm ","","Hard Target","","DB/BR",Colt,"Hard Target","More Than Ready","General Consensus","","","","","Michael A. Foster",50000
5,1387,"Gainesway, Agent VI ","","Into Humor","","B",Filly,"Into Humor","Into Mischief","Gentle Humor","","","","","Lothenbach Stables, Inc.",150000
5,1388,"Lane's End, Agent ","","Intentonseduction","","B",Filly,"Intentonseduction","Street Sense","Giant Mover","","","","","Mark Corser",110000
5,1389,"Eaton Sales, Agent ","","Alpha Sixty Six","","B",Colt,"Alpha Sixty Six","Liam's Map","Giant Sensation","","","","","Steven W. Young, Agent",400000
5,1390,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Canadian Pharoah","","CH",Colt,"Canadian Pharoah","American Pharoah","Gloat","","","","","Out",0
5,1391,"Bedouin Bloodstock, Agent III ","","Boddington","","CH",Colt,"Boddington","Violence","Gold Canyon","","","","","Lauren Evans & Ralph M. Evans",250000
5,1392,"Taylor Made Sales Agency, Agent CXVII ","","Golden Principal","","DB/BR",Filly,"Golden Principal","Constitution","Gold D' Medaglia","","","","","R.N.A. (35,000)",---
5,1393,"Lane's End, Agent ","","Kingmeister","","B",Colt,"Kingmeister","Bodemeister","Gold d'Oro","","","","","R.N.A. (160,000)",---
5,1394,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ","","Enchanted Empire","","DB/BR",Colt,"Enchanted Empire","Empire Maker","Goldena Podkove","","","","","Lauren Carlisle, Agent",190000
5,1395,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent IV ","","Kingsten's Gold","","DB/BR",Colt,"Kingsten's Gold","Ghostzapper","Golden Finale","","","","","Courtlandt Farm",525000
5,1396,"Bluewater Sales LLC, Agent II ","","Jasper Shine","","CH",Colt,"Jasper Shine","Violence","Golden Made","","","","","Hideyuki Mori",100000
5,1397,"Taylor Made Sales Agency, Agent XXXIV ","","I Love Gold","","CH",Colt,"I Love Gold","Will Take Charge","Golden Mean","","","","","R.N.A. (90,000)",---
5,1398,"Bedouin Bloodstock, Agent XI ","","Devine Trinity","","DB/BR",Filly,"Devine Trinity","Pioneerof the Nile","Gone Purrfect","","","","","Out",0
5,1399,"Eaton Sales, Agent ","","War of the North","","B",Colt,"War of the North","Declaration of War","Good Time Sally","","","","","Walsh Racing, LLC",50000
5,1400,"Select Sales, Agent LIII ","","Cadillac Black","","DB/BR",Colt,"Cadillac Black","Twirling Candy","Grand Kisses","","","","","Green Mile Racing",2500
5,1401,"Gainesway, Agent VI ","","Two a Days","","DB/BR",Colt,"Two a Days","Empire Maker","Great Hot (BRZ)","","","","","Spendthrift Farm LLC",600000
5,1402,"Beth Bayer, Agent I ","","Maga Suite","","DB/BR",Filly,"Maga Suite","Palace Malice","Guest House","","","","","R.N.A. (22,000)",---
6,1403,"Taylor Made Sales Agency, Agent XXVI ","","Guidry","","CH",Colt,"Guidry","Declaration of War","Half a Notion","","","","","E. J. Stable LLC",37500
6,1404,"Bluegrass Thoroughbred Services Inc. (Sandy Stuart), Agent XI","","Empress Eleanor","","DB/BR",Filly,"Empress Eleanor","Empire Maker","Half A. P.","","","","","Hugo Merry Bloodstock",270000
6,1405,"Mill Ridge Sales, Agent for Spendthrift Farm LLC ","","Dynadrive","","DB/BR",Colt,"Dynadrive","Temple City","Harbingerofthings","","","","","Bridlewood Farm",100000
6,1406,"Ballysax Bloodstock, Agent XIII ","","Panther's Joy","","DB/BR",Colt,"Panther's Joy","Kitten's Joy","Harlan's Panther","","","","","Southwind Stables, LLC",70000
6,1407,"Adena Springs ","","Buff Beauty","","B",Filly,"Buff Beauty","Street Sense","Harley Rose","","","","","Out",0
6,1408,"Paramount Sales, Agent XXII ","","Fashion Fortune","","CH",Filly,"Fashion Fortune","Lookin At Lucky","Harriett Lane","","","","","Hugo Merry Bloodstock",210000
6,1409,"James B. Keogh (Grovendale), Agent II ","","Art of Law","","DB/BR",Filly,"Art of Law","Constitution","Heart of Grace","","","","","Crow-Sharp Venture",65000
6,1410,"Scott Mallory, Agent II ","","Ghostly Direction","","DB/BR",Filly,"Ghostly Direction","Liam's Map","Heavenly Ghost","","","","","Kenneth McPeek, Agent",170000
6,1411,"Woodford Thoroughbreds, Agent ","","Pretty Mystic","","CH",Filly,"Pretty Mystic","Ghostzapper","Heavenly Pride","","","","","Henley Farms",10000
6,1412,"Four Star Sales, Agent for William D. Graham (Windhaven Farms)","","Miss You Mom","","B",Filly,"Miss You Mom","Lookin At Lucky","Henny's Heart","","","","","Neary Racing, Inc.",30000
6,1413,"VanMeter-Gentry Sales, Agent III ","","Duson Dolpung","","DB/BR",Colt,"Duson Dolpung","Fed Biz","Here to Stay","","","","","Kim Valerio, Agent",50000
6,1414,"Ballysax Bloodstock, Agent V ","","Hwanggeum Road","","DB/BR",Colt,"Hwanggeum Road","Mineshaft","Hewlett Bay","","","","","K.O.I.D. (Song Chul Heun)",45000
6,1415,"Taylor Made Sales Agency, Agent CXVI ","","Ryan's Cat","","B",Colt,"Ryan's Cat","Kitten's Joy","Hold It","","","","","Chapman and Tsujimoto",4000
6,1416,"South Point Sales Agency, Agent XII ","","Hold the Applause","","B",Filly,"Hold the Applause","Congrats","Hold the Sugar","","","","","Out",0
6,1417,"Warrendale Sales, Agent XXXIX ","","Tomorrow Knows","","CH",Colt,"Tomorrow Knows","Carpe Diem","Holy Place","","","","","McCrary Cove Bloodstock",170000
6,1418,"Garrencasey Sales LLC, Agent IV ","","Jahrawi","","B",Colt,"Jahrawi","Fed Biz","Honimiere (IRE)","","","","","Chad Schumer, Agent",10000
6,1419,"Dromoland Farm Inc. (Gerry Dilger), Agent V ","","Legal Limit","","B",Filly,"Legal Limit","Into Mischief","Hoop Cat","","","","","Jackpot Farm",120000
6,1420,"St. George Sales, Agent V ","","Big Rope","","DB/BR",Colt,"Big Rope","Verrazano","Hope Chant","","","","","R.N.A. (17,000)",---
6,1421,"Trackside Farm (Tom Evans), Agent for Tenlane Farm ","","Ballot Initiative","","DB/BR",Filly,"Ballot Initiative","Tonalist","Hopeful Union","","","","","East Avenue Bloodstock",180000
6,1422,"Taylor Made Sales Agency, Agent CLXXV ","","Pleasant Mo","","B",Filly,"Pleasant Mo","Uncle Mo","How Pleasant","","","","","CJ Thoroughbreds",50000
6,1423,"Mill Ridge Sales, Agent ","","Primacy","","DB/BR",Filly,"Primacy","Union Rags","Humble","","","","","Hades Racing, LLC",180000
6,1424,"Four Star Sales, Agent ","","Son of the Wind","","CH",Colt,"Son of the Wind","Elusive Quality","Humble Song","","","","","Chad Schumer, Agent",17000
6,1425,"Endeavor Farm, Agent for Cyprus Bend Farm ","","Duplicity","","B",Colt,"Duplicity","Into Mischief","Hysterical","","","","","H. Hatch, Agent",220000
6,1426,"Paramount Sales, Agent XXXIV ","","Summeronsevenhills","","DB/BR",Colt,"Summeronsevenhills","Summer Front","Iboughtheranyway","","","","","R.N.A. (45,000)",---
6,1427,"James B. Keogh (Grovendale), Agent I ","","Cantstoprunning","","B",Colt,"Cantstoprunning","Fed Biz","Icee Sara","","","","","Carlo Vaccarezza",50000
6,1428,"Four Star Sales, Agent ","","Tiznow --- Im So Fine","","B",Colt,"","Tiznow","Im So Fine","","","","","Zedan Racing Stables",500000
6,1429,"Threave Main Stud LLC, Agent ","","Kendalin","","CH",Filly,"Kendalin","Distorted Humor","Inclined to Dream","","","","","Southern Comfort Farm (Carol Fernandez)",130000
6,1430,"Taylor Made Sales Agency, Agent XXVIII ","","Diametric","","CH",Filly,"Diametric","Munnings","Incompatible","","","","","Ben McElroy, Agent",240000
6,1431,"St. George Sales, Agent XIX ","","Liam's Pride","","GR/RO",Colt,"Liam's Pride","Liam's Map","Indian Snow","","","","","Q Bar J",160000
6,1432,"Mt. Brilliant Farm ","","Speightstown --- Infamous (IRE)","","CH",Filly,"","Speightstown","Infamous (IRE)","","","","","Cavalier Bloodstock",50000
6,1433,"Warrendale Sales, Agent for Sandra Sexton and Silver Fern Farm","","Ready N Waiting","","CH",Filly,"Ready N Waiting","Constitution","Ingenue","","","","","R.N.A. (35,000)",---
6,1434,"Glennwood Farm Inc., Agent ","","Munn Passage","","B",Colt,"Munn Passage","Munnings","Inside Passage","","","","","Mellon Patch",125000
6,1435,"South Point Sales Agency, Agent XXI ","","Nexus","","CH",Colt,"Nexus","Palace Malice","Interlocking","","","","","Morris Bailey, Oracle Bloodstock, Agent",45000
6,1436,"Threave Main Stud LLC, Agent ","","Blame Debbie","","B",Filly,"Blame Debbie","Blame","Jadwa","","","","","R.N.A. (65,000)",---
6,1437,"James B. Keogh (Grovendale), Agent II ","","Change of Custody","","CH",Filly,"Change of Custody","Will Take Charge","Janetstickettocats","","","","","R.N.A. (50,000)",---
6,1438,"Bluegrass Thoroughbred Services Inc. (Sandy Stuart), Agent IV","","Fashion Frame","","DB/BR",Filly,"Fashion Frame","Bayern","Jan's Perfect Star","","","","","Out",0
6,1439,"Warrendale Sales, Agent for Stonestreet Bred & Raised","","Necker Island","","CH",Colt,"Necker Island","Hard Spun","Jenny's Rocket","","","","","Sagamore Farm, LLC",250000
6,1440,"James M. Herbener Jr., Agent III ","","Deanos Cape","","DB/BR",Colt,"Deanos Cape","The Factor","Jody Slew","","","","","Out",0
6,1441,"Taylor Made Sales Agency, Agent LXVI ","","Lemon Kick","","DB/BR",Colt,"Lemon Kick","Lemon Drop Kid","Joffe's Run","","","","","Grassroots Training & Sales",95000
6,1442,"Taylor Made Sales Agency, Agent CXLI ","","Mystic Miss","","DB/BR",Filly,"Mystic Miss","Street Sense","Jon's Lady","","","","","R.N.A. (60,000)",---
6,1443,"VanMeter-Gentry Sales, Agent XIV ","","Igniting","","B",Colt,"Igniting","Carpe Diem","Jor Jah","","","","","SWTC, Agent for Mathieson",135000
6,1444,"Trackside Farm (Tom Evans), Agent ","","Jolly Welshman","","DB/BR",Colt,"Jolly Welshman","Honor Code","J P Girl","","","","","R.N.A. (45,000)",---
6,1445,"South Point Sales Agency, Agent X ","","Tecumseh's War","","DB/BR",Colt,"Tecumseh's War","Summer Front","J's Hot Shot Lady","","","","","R.N.A. (40,000)",---
6,1446,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ","","Global Ambition","","DB/BR",Filly,"Global Ambition","Ghostzapper","Judy Legend","","","","","John T. Behrendt & Charles Marquis",135000
6,1447,"Hermitage Farm, Agent ","","Mine Own Star","","DB/BR",Colt,"Mine Own Star","Mineshaft","Julia's Star","","","","","R.N.A. (22,000)",---
6,1448,"Paramount Sales, Agent LXI ","","Worth a Chance Mo","","DB/BR",Filly,"Worth a Chance Mo","Uncle Mo","Just Louise","","","","","Out",0
6,1449,"Brookdale Sales, Agent for Thornmar ","","Royal Thunder","","B",Colt,"Royal Thunder","Mineshaft","Just Say Goodbye","","","","","Cuyathy, LLC",150000
6,1450,"Woodford Thoroughbreds, Agent ","","Independence Hall","","DB/BR",Colt,"Independence Hall","Constitution","Kalahari Cat","","","","","Charlestown Investments",100000
6,1451,"Mill Ridge Sales, Agent ","","Tea Party","","CH",Filly,"Tea Party","Fed Biz","Karida","","","","","Kinsman Farm",100000
6,1452,"Bluegrass Thoroughbred Services Inc. (Sandy Stuart), Agent III","","Freedom Machine","","CH",Filly,"Freedom Machine","English Channel","Katara","","","","","R.N.A. (55,000)",---
6,1453,"Indian Creek, Agent ","","Anna Lee Encore","","B",Filly,"Anna Lee Encore","Uncle Mo","Katie Get Excited","","","","","R.N.A. (35,000)",---
6,1454,"Taylor Made Sales Agency, Agent CLXXVI ","","Comical","","B",Filly,"Comical","Into Mischief","Kayce Ace","","","","","David Meah, Agent for Erik Johnson",100000
6,1455,"James B. Keogh (Grovendale), Agent VII ","","Warrior Queen","","B",Filly,"Warrior Queen","Declaration of War","Kimbolton","","","","","R.N.A. (40,000)",---
6,1456,"Vinery Sales, Agent XI ","","Frankie N Vinny","","CH",Colt,"Frankie N Vinny","Creative Cause","Kindness (GB)","","","","","X-60 Ranch",40000
6,1457,"Four Star Sales, Agent ","","Saint Marco","","DB/BR",Colt,"Saint Marco","Tonalist","Kinsey","","","","","R.N.A. (37,000)",---
6,1458,"James M. Herbener Jr., Agent IV ","","Rack Daddy","","GR/RO",Filly,"Rack Daddy","The Factor","Kissin Party","","","","","R.N.A. (45,000)",---
6,1459,"Hermitage Farm, Agent ","","Kiss Mo","","DB/BR",Filly,"Kiss Mo","Uncle Mo","Kiss Mine","","","","","R.N.A. (110,000)",---
6,1460,"Vinery Sales, Agent XLVII ","","Prince Igor","","GR/RO",Colt,"Prince Igor","Tapit","Lady Candy (TUR)","","","","","Out",0
6,1461,"Bluegrass Thoroughbred Services Inc. (Sandy Stuart), Agent VI","","Nurse Betty","","GR/RO",Filly,"Nurse Betty","Constitution","Lady Fifty Two","","","","","R.N.A. (20,000)",---
6,1462,"Stuart Morris, Agent for Highclere ","","Beckenbauer","","B",Colt,"Beckenbauer","Bayern","Lady Lapuma","","","","","Oracle Bloodstock, Agent",120000
6,1463,"Betz Thoroughbreds, Inc., Agent ","","Verified","","B",Colt,"Verified","Maclean's Music","Lady Mocha","","","","","Big Chief Racing LLC",100000
6,1464,"Paramount Sales, Agent For Pine Ridge Stables, Ltd. ","","Chocolate Cookie","","B",Filly,"Chocolate Cookie","Declaration of War","Lady of the Nile","","","","","West Bloodstock/Repole Stables",75000
6,1465,"Mulholland Springs, Agent IV ","","Miss Is Zippy","","CH",Filly,"Miss Is Zippy","City Zip","Lady On the Run","","","","","R.N.A. (27,000)",---
6,1466,"Lakland Farm ","","Lady Ready","","B",Filly,"Lady Ready","More Than Ready","Lady Solvig","","","","","Out",0
6,1467,"Paramount Sales, Agent XLVI ","","Moviecus","","CH",Colt,"Moviecus","Malibu Moon","La La's Cookin","","","","","R.N.A. (75,000)",---
6,1468,"Penn Sales, Agent for the Estate of Ray Hanson ","","Sister","","CH",Filly,"Sister","Fort Larned","Langara Lass","","","","","Battle Racing",260000
6,1469,"Indian Creek, Agent ","","Catherineofaragon","","B",Filly,"Catherineofaragon","Bodemeister","La Reina","","","","","Lenwood Stable, LLC",150000
6,1470,"Indian Creek, Agent ","","Tides of War","","B",Colt,"Tides of War","Declaration of War","La Rignana","","","","","Bob Feld Bloodstock",4000
6,1471,"Dromoland Farm Inc. (Gerry Dilger), Agent ","","Chateau Hope","","DB/BR",Filly,"Chateau Hope","Pioneerof the Nile","Latin Lynx","","","","","Jerry Durant",250000
6,1472,"Taylor Made Sales Agency, Agent CLXXI ","","Sabinos Pride","","B",Filly,"Sabinos Pride","Liam's Map","Lavender Sky","","","","","Five Star Racing Stables",230000
6,1473,"Brereton C. Jones/Airdrie Stud Inc., Agent ","","Creative Plan","","B",Colt,"Creative Plan","Creative Cause","Let's Park","","","","","R.N.A. (45,000)",---
6,1474,"James B. Keogh (Grovendale), Agent V ","","Tank 'Em Down","","CH",Colt,"Tank 'Em Down","Carpe Diem","License to Speed","","","","","New World Thoroughbreds, Inc.",42000
6,1475,"James B. Keogh (Grovendale), Agent XI ","","Time to Testify","","B",Colt,"Time to Testify","Declaration of War","Lonelily (IRE)","","","","","Big Chief Racing LLC",35000
6,1476,"Taylor Made Sales Agency, Agent CLV ","","Phast Pharoah","","CH",Colt,"Phast Pharoah","American Pharoah","Loudly","","","","","Q Bar J",120000
6,1477,"Hidden Brook, Agent III ","","Herrschaft","","CH",Colt,"Herrschaft","Will Take Charge","Love Ava Love","","","","","Kanayama Holdings Co., Ltd.",200000
6,1478,"VanMeter-Gentry Sales, Agent XXVI ","","Panama Smyth","","GR/RO",Filly,"Panama Smyth","Mineshaft","Lovely Lookin","","","","","Out",0
6,1479,"Adena Springs ","","Yours Truly","","B",Filly,"Yours Truly","Point of Entry","Lucky Strikes Gold","","","","","Jonathan Thomas, Agent",270000
6,1480,"Blandford Stud (Padraig Campion), Agent ","","Consilium","","CH",Colt,"Consilium","Carpe Diem","Luna Bean","","","","","Antonio Sano, Agent",22000
6,1481,"Taylor Made Sales Agency, Agent CXLI ","","Johnny Casino","","B",Colt,"Johnny Casino","Super Saver","Lusaka","","","","","R.N.A. (70,000)",---
6,1482,"Taylor Made Sales Agency, Agent CLXXIX ","","Summer Palace","","B",Colt,"Summer Palace","Giant's Causeway","Luvly Rita","","","","","Grove Stud",40000
6,1483,"Taylor Made Sales Agency, Agent CLXIV ","","Incorruptible","","B",Colt,"Incorruptible","Tapiture","Maggie R","","","","","R.N.A. (150,000)",---
6,1484,"Taylor Made Sales Agency, Agent XXV ","","Garner State Park","","CH",Filly,"Garner State Park","Lea","Maggie Simon","","","","","R.N.A. (65,000)",---
6,1485,"Bluegrass Thoroughbred Services Inc. (Sandy Stuart), Agent V ","","Swirling Candy","","DB/BR",Filly,"Swirling Candy","Twirling Candy","Magnificent Shirl","","","","","R.N.A. (25,000)",---
6,1486,"Valkyre Stud, Agent for Oakbrook Farm ","","Soft N Lovely","","DB/BR",Filly,"Soft N Lovely","Hard Spun","Mahindar","","","","","R.N.A. (37,000)",---
6,1487,"St. George Sales, Agent XIV ","","Big Triple","","B",Colt,"Big Triple","Bodemeister","Majestic Jewel","","","","","R.N.A. (47,000)",---
6,1488,"Adena Springs ","","Striking Beauty","","B",Filly,"Striking Beauty","Curlin","Majestic River","","","","","R.N.A. (70,000)",---
6,1489,"Scott Mallory, Agent III ","","Surveillance","","GR/RO",Colt,"Surveillance","Constitution","Majorelle","","","","","Big Chief Racing LLC",25000
6,1490,"Warrendale Sales, Agent for Stonestreet Bred & Raised","","Mo and Go","","B",Colt,"Mo and Go","Uncle Mo","Malibu Cougar","","","","","de Meric Sales",105000
6,1491,"St. George Sales, Agent XXXV ","","No No Nina","","B",Filly,"No No Nina","More Than Ready","Malibu Mist","","","","","Bach Stables",150000
6,1492,"Four Star Sales, Agent for Dixiana Farms, LLC ","","Super Dancer","","B",Colt,"Super Dancer","Super Saver","Mambo Bell","","","","","Les Wagner",30000
6,1493,"St. George Sales, Agent XXI ","","Mirandus","","B",Filly,"Mirandus","Bernardini","Maple Forest","","","","","Courtlandt Farm",330000
6,1494,"Paramount Sales, Agent LXV ","","Above Par","","GR/RO",Filly,"Above Par","Street Boss","Marieval","","","","","West Bloodstock/Repole Stables",75000
6,1495,"Four Star Sales, Agent for Spendthrift Farm LLC ","","Amen Corner","","B",Colt,"Amen Corner","Malibu Moon","Masasi","","","","","China Horse Club/Maverick Racing",235000
6,1496,"Warrendale Sales, Agent XXVI ","","Mama's Grey Ghost","","GR/RO",Filly,"Mama's Grey Ghost","Violence","Merchant","","","","","H. Hatch, Agent",140000
6,1497,"South Point Sales Agency, Agent XXXI ","","Another Angel","","B",Filly,"Another Angel","English Channel","Mexican Moonlight","","","","","Brandon Gallagher",60000
6,1498,"Royal Oak Farm (Damian & Braxton Lynch), Agent ","","Gracefully","","DB/BR",Filly,"Gracefully","Quality Road","Midnight Ramble","","","","","Team D/Woodford Racing",390000
6,1499,"Small Batch Sales, Agent I ","","Heavy Quality","","B",Colt,"Heavy Quality","Elusive Quality","Midwife","","","","","R.N.A. (25,000)",---
6,1500,"Taylor Made Sales Agency, Agent LXXIV ","","War Stopper","","CH",Colt,"War Stopper","Declaration of War","Mira Alta","","","","","Eisaman Equine",75000
6,1501,"Scott Mallory, Agent VI ","","Bringitonboris","","GR/RO",Colt,"Bringitonboris","Distorted Humor","Miss Fontana","","","","","Chad Schumer, Agent",35000
6,1502,"Cross Keys Sales LLC, Agent III ","","Miss Malice","","CH",Filly,"Miss Malice","Palace Malice","Miss Prytania","","","","","Cheyenne Stables, LLC",270000
6,1503,"KatieRich Farms ","","Sour Apples","","B",Filly,"Sour Apples","Lemon Drop Kid","Miss Red Delicious","","","","","R.N.A. (95,000)",---
6,1504,"Lantern Hill Farm LLC, Agent III ","","Evil Lyn","","B",Filly,"Evil Lyn","Wicked Strong","Miss Relentless","","","","","Ike and Dawn Thrash",60000
6,1505,"Vinery Sales, Agent XXVIII ","","Shackleford --- Miss Sheltowee","","B",Colt,"","Shackleford","Miss Sheltowee","","","","","Grand Oaks",150000
6,1506,"Stonehaven Steadings ","","Vanilla Bean Back","","B",Filly,"Vanilla Bean Back","Empire Maker","Miz Kella","","","","","Chris Ewing",200000
6,1507,"Hidden Brook, Agent XXXIII ","","Madazman","","DB/BR",Filly,"Madazman","Declaration of War","Molly Malone","","","","","Schiano Racing, Inc.",5000
