,REVISED 7/16/18,,,,,,,,,,,,,,,,,,
,SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,
,"APRIL 24 - 27, 2018",,,,,,,,,,,,,,,,,,
Hip#,Name,Color,Sex,M,D,YR,Sire,Dam,Dam Sire,Consignor,State,Barn,Work Time,set,day,Buyer ,Price ,PS,Consignsort
324,Cats Miracle,DB/BR,C,1,26,16,Discreet Cat,Expect Miracles,Valid Expectations,"Boutte Sales, Agent I",LA,10,21.1,24,4/17,S.R.O.A. (K.O.I.D.),"50,000",,BoutteSale
325,,CH,F,3,10,16,Verrazano,Expo Gold,Johannesburg,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXVI",KY,5,21.1,1,4/17,Eaton Bloodstock,"275,000",,WavertreeS
326,,B,F,4,19,16,Union Rags,Exquisite Cassie,King of Kings (IRE),"Off the Hook LLC, Agent for Gelfenstein Farm",PA,13,10.3,157,4/17,"37,000",Not Sold,,OfftheHook
327,,DB/BR,F,4,9,16,Pioneerof the Nile,Extra Sharp,Cherokee Run,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VIII",KY,5,10.3,155,4/17,"37,000",Not Sold,,WavertreeS
328,,B,C,3,17,16,Uncaptured,Fabiana's Flash,City Zip,Costanzo Sales,FL,D,out,,,Withdrawn,Out,,CostanzoSa
329,,DB/BR,C,4,28,16,Afleet Alex,Fabuleux Belle,Action This Day,"Randy Miles, Agent",KY,18,10.3,41,4/17,Vicente Stella Stables LLC,"55,000",,MilesAgent
330,,CH,C,2,29,16,Big Brown,Faceineveryflower,Giant's Causeway,Barbazon Racing & Bloodstock LLC,NY,19,21.4,60,4/17,John P. Fort,"37,000",,BarbazonRa
331,,DB/BR,C,3,15,16,Congrats,Fair Rose,Harlan's Holiday,"Eisaman Equine, Agent",KY,7,10.3,123,4/17,Charles Zacney,"20,000",,EisamanEqu
332,,CH,F,2,3,16,Shackleford,Falling Springs,Mr. Prospector,"Parrish Farms, Agent",KY,10,21.3,87,4/17,Right Time Racing LLC,"50,000",,ParrishFar
333,,DB/BR,C,1,31,16,Bodemeister,Fancy Fusaichi,Fusaichi Pegasus,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXIX",FL,5,10.4,79,4/17,"47,000",Not Sold,,WavertreeS
334,,B,C,3,30,16,Verrazano,Fanfire,Elusive Quality,"RiceHorse Stable (Brandon & Ali Rice), Agent I",NY,17,10.2,132,4/17,"95,000",Not Sold,,RiceHorseS
335,,CH,C,5,5,16,Jimmy Creed,Fantastic Cousin,Cozzene,"de Meric Sales, Agent XI",KY,12,21.4,25,4/17,John Guarnere,"65,000",,deMericSal
336,,GR/RO,C,4,19,16,Exchange Rate,Fantastic Shirl,Fantastic Light,"Envision Equine, Agent VI",KY,D,21.1,32,4/17,"Michael Stidham, Agent for Marc Winston","130,000",,EnvisionEq
337,,B,C,3,30,16,Congrats,Fantasy Forest,Forestry,"Bobby Dodd, Agent I",FL,10,10.0,2,4/17,"Steven W. Young, Agent","300,000",,DoddAgentI
338,,DB/BR,C,4,10,16,Twirling Candy,Fapindy,A.P. Indy,"de Meric Sales, Agent XI",KY,12,10.2,103,4/17,Calumet Farm,"60,000",,deMericSal
339,,DB/BR,F,2,15,16,Street Sense,Fastbridled,Unbridled's Song,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,10.1,121,4/17,Alessandro Marconi,"100,000",,WavertreeS
340,,CH,F,3,22,16,Will Take Charge,Fast Tigress,Hold That Tiger,"Niall Brennan Stables, Agent XXII",KY,8,out,,,Withdrawn,Out,,BrennanSta
341,Movie Drill,DB/BR,C,2,29,16,Drill,Feature Film,Forest Wildcat,"Southern Breeze Ranch, Agent",FL,7,10.2,96,4/17,Dennis O'Neill,"37,000",,SouthernBr
342,,GR/RO,F,5,1,16,Tapit,Fencelineneighbor,Wild Rush,"Niall Brennan Stables, Agent XXV",KY,8,out,,,Withdrawn,Out,,BrennanSta
343,,B,C,5,7,16,Hard Spun,Fevered Kiss,Smart Strike,"Niall Brennan Stables, Agent XVI",KY,8,10.2,131,4/17,"Gary Young, Agent for Mike Dove","130,000",,BrennanSta
344,,B,F,2,26,16,Take Charge Indy,Field of Clover,Bluegrass Cat,"Big Easy, Agent III",KY,H,10.3,22,4/17,S.R.O.A. (K.O.I.D.),"40,000",,BigEasyAge
345,,B,C,4,20,16,Adios Charlie,Fiery Dancer,Atticus,"Ocala Stud, Agent",FL,4,22.2,70,4/17,Pete Mattson,"37,000",,OcalaStudA
346,Run Away in Style,DB/BR,F,4,6,16,Run Away and Hide,Fifth Avenue Style,Honour and Glory,"de Meric Sales, Agent XXXV",KY,12,10.1,111,4/17,"Gayle Van Leer, Agent","40,000",,deMericSal
347,,CH,C,4,23,16,Fed Biz,Fine Candy,Candy Ride (ARG),Nice and Easy Thoroughbreds,KY,E,out,,,Withdrawn,Out,,NiceandEas
348,,DB/BR,C,2,1,16,Gone Astray,First and Foremost,Speightstown,"Doble Jak LLC, Agent",FL,16,out,,,Withdrawn,Out,,DobleJakLL
349,,DB/BR,F,3,2,16,Yes It's True,First Class Fever,Stormin Fever,Linda Vista Stables,PA,16,10.2,81,4/17,Run for Fun Racing LLP,"10,000",,LindaVista
350,Money On My Mind,B,C,2,16,16,Birdstone,First Freedom,First Samurai,"TIP Thoroughbred Investment Possibilities, Agent V",KY,19,10.0,68,4/17,"145,000",Not Sold,,TIPThoroug
351,,CH,C,4,3,16,Kitten's Joy,First in Time,Broken Vow,Q Bar J Thoroughbreds LLC,KY,14,10.2,43,4/17,D. J. Stable LLC,"225,000",,QBarJThoro
352,,GR/RO,C,5,10,16,Tapit,Flaming Heart,Touch Gold,"Niall Brennan Stables, Agent XL",KY,8,10.2,23,4/17,Robert E. & Lawana Low,"750,000",,BrennanSta
353,,DB/BR,F,3,13,16,Central Banker,Flash Act,Sky Mesa,"Halcyon Hammock Farm, Agent II",NY,1,10.2,67,4/17,"20,000",Not Sold,,HalcyonHam
354,,B,C,4,21,16,Oxbow,Flashy Four,Storm Cat,"de Meric Sales, Agent VI",KY,12,10.2,82,4/17,"Mike Stidham, Agent for Chris Jean","80,000",,deMericSal
355,Flashy Motion,B,C,4,12,16,Uncle Mo,Flashy Ride,Candy Ride (ARG),"RiceHorse Stable (Brandon & Ali Rice), Agent VIII",KY,17,out,,,Withdrawn,Out,,RiceHorseS
356,Gomez Point,GR/RO,C,2,10,16,Point of Entry,Fleet Goddess,Holy Bull,"Top Line Sales LLC, Agent XX",FL,14,21.1,5,4/17,Red Baron's Barn or Rancho Temescal LLC,"250,000",,TopLineSal
357,,B,F,4,4,16,Flatter,Fleetheart,Northern Afleet,"Randy Miles, Agent IX",PA,18,out,,,Withdrawn,Out,,MilesAgent
358,,B,F,4,28,16,Orb,Flexfuel,Harlan's Holiday,"RiceHorse Stable (Brandon & Ali Rice), Agent XI",KY,17,10.2,54,4/17,Debbi Gagne,"37,000",PS,RiceHorseS
359,Shedancesforfate,DB/BR,F,4,23,16,Two Step Salsa,Flirting With Fate,Saint Ballado,Best A Luck Farm LLC,FL,3,out,,,Withdrawn,Out,,BestALuckF
360,Flat Out Flirty,DB/BR,F,2,18,16,Flat Out,Flirty Fitz,Seattle Fitz (ARG),"Paul Sharp, Agent XX",KY,C,out,,,Withdrawn,Out,,SharpAgent
361,,CH,F,3,16,16,Speightstown,Flores Island,Giant's Causeway,"Eddie Woods, Agent XV",KY,11,10.3,109,4/17,"47,000",Not Sold,,WoodsAgent
362,,CH,F,4,1,16,Will Take Charge,Flowerbomb,Mineshaft,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXX",KY,5,10.2,61,4/17,"Mike Ryan, Agent for Marc Keller","220,000",,WavertreeS
363,Folk Music,DB/BR,F,3,7,16,Winslow Homer,Folk Art,Bertrando,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent",FL,2,10.2,130,4/17,"Peter Miller, Agent","12,000",,Journeyman
364,Follow My Cross,GR/RO,F,2,16,16,Cross Traffic,Follow My Luck,Elusive Quality,"Paul Sharp, Agent III",NY,C,10.2,106,4/17,"Gary Contessa, Agent","70,000",,SharpAgent
365,Sonsie Brew,B,F,5,17,16,Tapizar,Forbidden Brew,Milwaukee Brew,"Bobby Dodd, Agent X",KY,10,10.1,34,4/17,T N S,"80,000",,DoddAgentX
366,,B,C,2,29,16,Cross Traffic,Forestelle,Forestry,"Off the Hook LLC, Agent II",FL,13,10.1,45,4/17,"Doubledown Stables, Inc.","350,000",,OfftheHook
367,,B,C,4,11,16,Alpha,Forever Valentine,Silver Deputy,"Jose Munoz, Agent",NY,15,20.3,88,4/17,Shaikh Rashed Humaid Rashed Al Nuami,"150,000",,MunozAgent
368,,DB/BR,F,4,14,16,Shakin It Up,Formal Desire,Formal Dinner,"Boutte Sales, Agent III",FL,10,10.4,138,4/17,CaSal Stables LLC,"37,000",,BoutteSale
369,,GR/RO,F,3,7,16,Bodemeister,Form Fitting,Tapit,"Kim Harrrison (Top Speed Farm), Agent I",KY,E,10.3,76,4/17,Anita Velazquez,"11,000",,HarrrisonT
370,,CH,F,3,31,16,Street Boss,For Passion,Not For Love,"Grassroots Training & Sales LLC, Agent I",KY,J,9.4,9,4/17,Alrashid USA Group,"350,000",,Grassroots
371,,CH,F,2,4,16,Noble Mission (GB),Fort Afleet,Northern Afleet,"Mayberry Farm, Agent XII",KY,B,10.2,129,4/17,West Bloodstock / Repole Stables,"250,000",,MayberryFa
372,,GR/RO,C,3,8,16,Exchange Rate,Fortune Candy,Milwaukee Brew,"Craig L. Wheeler, Agent I",FL,3,10.1,104,4/17,"P. A. Everard, Agent for Frank Bertolino","90,000",PS,WheelerAge
373,,B,C,3,4,16,Gemologist,Frangible,Broken Vow,"SBM Training and Sales, Agent XIV",KY,15,21.2,51,4/17,Triple Crown (DRM City),"90,000",,SBMTrainin
374,,DB/BR,F,5,1,16,Street Sense,Frankie's Lady,Meadowlake,"Hidden Brook, Agent IX",KY,2,out,,,Withdrawn,Out,,HiddenBroo
375,,B,F,3,25,16,Daaher,Freedom of Speech,Danzig,"Off the Hook LLC, Agent IV",KY,13,10.4,119,4/17,"34,000",Not Sold,,OfftheHook
376,,B,F,5,1,16,Discreetly Mine,French Forest,Forest Camp,"Silver Oaks Farm, Agent",KY,18,21.3,98,4/17,Larry F. Allen,"10,000",,SilverOaks
377,Special Perfection,B,C,2,28,16,Majesticperfection,Frisky Cheerleader,Roar,"Shadybrook Farm, Inc., Agent",KY,F,21.1,55,4/17,Michael J. Clements,"50,000",,Shadybrook
378,,B,F,3,2,16,Curlin,Front and Center,Dynaformer,"de Meric Sales, Agent XX",KY,12,22.0,52,4/17,Majed Almorzooqi,"12,000",,deMericSal
379,Sassy Justice,CH,F,1,24,16,Super Saver,Fun Given,Point Given,"Top Line Sales LLC, Agent IV",KY,14,10.2,125,4/17,NTS Stable Inc.,"25,000",PS,TopLineSal
380,,GR/RO,F,4,12,16,Tizway,Funny Money,Dehere,"Best A Luck Farm LLC, Agent II",KY,3,out,,,Withdrawn,Out,,BestALuckF
381,,DB/BR,F,3,28,16,Fed Biz,Gal On the Go,Irgun,"Costanzo Sales, Agent I",KY,D,10.2,113,4/17,"JAL Racing, Jose A. Lopez","40,000",,CostanzoSa
382,,GR/RO,C,4,2,16,Cairo Prince,Garden City,Carson City,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",NY,5,21.1,46,4/17,"400,000",Not Sold,,WavertreeS
383,,B,F,4,17,16,Union Rags,Gaston A.,Concorde's Tune,"Cary Frommer LLC, Agent VI",KY,9,10.3,145,4/17,Withdrawn,Out,,FrommerLLC
384,,CH,C,2,10,16,Awesome Again,Gay Duchess,Stephen Got Even,"Craig L. Wheeler, Agent I",KY,3,10.3,150,4/17,"27,000",Not Sold,,WheelerAge
385,,DB/BR,C,4,27,16,Uncle Mo,G Baby C,Giant's Causeway,"Halcyon Hammock Farm, Agent II",KY,1,10.4,151,4/17,"Jolane Weeks, Agt for Lucky Shamrock Equine LLC","17,000",,HalcyonHam
386,,B,F,3,14,16,Congrats,G City Gal,Elusive Quality,"Grassroots Training & Sales LLC, Agent I",FL,J,10.1,56,4/17,Charles L. Biggs,"57,000",,Grassroots
387,,CH,F,3,21,16,Kitten's Joy,Geisha Peebles,First Samurai,"Big Easy, Agent V",KY,H,11.0,139,4/17,"Mike Newell, Agent for Ten and Change","10,000",,BigEasyAge
388,,B,C,3,24,16,Street Sense,Genuine Class,Birdstone,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIV",KY,5,21.3,101,4/17,"95,000",Not Sold,,WavertreeS
389,,GR/RO,C,4,1,16,Broken Vow,Gerent,Monarchos,"Harris Training Center LLC, Agent II",KY,13,10.1,159,4/17,Exline-Border Racing LLC,"60,000",,HarrisTrai
390,,DB/BR,F,5,5,16,Temple City,Get an Eye Full,Cape Town,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",KY,7,out,,,Withdrawn,Out,,SouthernCh
391,,CH,F,4,13,16,Power Broker,Ghostly Fast,Ghostzapper,"Niall Brennan Stables, Agent XXXIII",FL,8,out,,,Withdrawn,Out,,BrennanSta
392,,DB/BR,C,3,28,16,Alternation,Ghost Town Kat,Ghostzapper,"Mayberry Farm, Agent",NY,B,10.3,78,4/17,S.R.O.A. (K.O.I.D.),"55,000",,MayberryFa
393,,DB/BR,C,4,11,16,Street Sense,Giant Leap,Giant's Causeway,"SBM Training and Sales, Agent IV",KY,15,10.3,100,4/17,"Triple Crown (Park, Jung Woong)","40,000",,SBMTrainin
394,,DB/BR,F,3,26,16,Bodemeister,Giant's Princess,Giant's Causeway,"Off the Hook LLC, Agent XII",FL,13,21.1,7,4/17,"75,000",Not Sold,,OfftheHook
395,,DB/BR,C,2,16,16,Power Broker,Gift of Giving,Regal Classic,"Jimmy Miranda, Agent",NY,2,10.4,90,4/17,"22,000",Not Sold,,MirandaAge
396,,B,F,3,31,16,Yes It's True,Ginger Light,Colony Light,"Mayberry Farm, Agent",KY,B,10.1,40,4/17,Brandon Stauble for Brilliant Racing LLC,"40,000",,MayberryFa
397,Dizzy Kitten,B,C,4,9,16,Kitten's Joy,Ginger Swirl,Hard Spun,"Woodford Thoroughbreds, Agent",KY,17,10.4,115,4/17,Champion Racing Stable,"8,000",,WoodfordTh
398,,GR/RO,F,2,22,16,Scat Daddy,Ginger Tap,Tapit,"de Meric Sales, Agent XI",KY,12,10.2,19,4/17,"David Meah, Agent","210,000",,deMericSal
399,,B,C,5,6,16,Tiznow,Gin Running,Go for Gin,"Paul Sharp, Agent",KY,C,10.2,8,4/17,"Klaravich Stable, Inc.","190,000",,SharpAgent
400,,CH,F,4,6,16,Goldencents,Glamour Manor,Unbridled's Song,"King's Equine, Agent XII",KY,2,10.2,141,4/17,"60,000",Not Sold,,KingsEquin
401,Mr. Temple City,B,C,3,12,16,Temple City,Glaslyn,Forestry,"Ends Well, Agent III",KY,18,10.2,137,4/17,"47,000",Not Sold,,EndsWellAg
402,,B,F,1,21,16,Lemon Drop Kid,Glenwood Pines,Mizzen Mast,"de Meric Sales, Agent XXX",FL,12,out,,,Withdrawn,Out,,deMericSal
403,Wicked Wizard,DB/BR,C,3,26,16,Speightstown,Glinda the Good,Hard Spun,"Niall Brennan Stables, Agent XXVII",KY,8,10.0,64,4/17,"Narvick International, Agent for Katsumi Yoshida","700,000",,BrennanSta
404,,B,C,2,26,16,Run Away and Hide,Glitter,Hennessy,"Pick View LLC, Agent I",KY,14,21.4,133,4/17,"Aubrey Maragh, Agent","40,000",,PickViewLL
405,,B,F,2,11,16,Uncaptured,Glitterball,Northern Afleet,"McKathan Bros., Agent VII",FL,6,10.1,37,4/17,"27,000",Not Sold,,McKathanBr
406,Magic Blast,DB/BR,F,4,6,16,Hat Trick (JPN),Glory Chaser,Mr. Greeley,"TIP Thoroughbred Investment Possibilities, Agent III",KY,19,10.1,158,4/17,Richard Rennie,"2,500",PS,TIPThoroug
407,,DB/BR,F,4,3,16,Revolutionary,Go Ballistic,Empire Maker,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXXII",KY,5,10.2,143,4/17,"David Meah, Agt","80,000",PS,WavertreeS
408,,B,C,4,2,16,Itsmyluckyday,Gob Smacked,With Distinction,Golden Legacy Stable LLC,FL,20,10.2,71,4/17,S.R.O.A. (K.O.I.D.),"35,000",,GoldenLega
409,,DB/BR,F,2,23,16,My Golden Song,Going Away Baby,Valid Expectations,"SBM Training and Sales, Agent IV",TX,15,10.2,169,4/18,"14,000",Not Sold,,SBMTrainin
410,,CH,C,4,13,16,Scat Daddy,Going to Kukaro,Speightstown,"Mayberry Farm, Agent IX",KY,B,10.1,69,4/18,"Brian Koriner, Agent for Jay Em Ess Stable","200,000",,MayberryFa
411,,DB/BR,C,4,30,16,Lemon Drop Kid,Gold d'Oro,Medaglia d'Oro,"Randy Miles, Agent",KY,18,10.2,60,4/18,Nick J. Hines Agt for Michael Nentwig,"30,000",PS,MilesAgent
412,,CH,C,4,10,16,Curlin,Golden Dawn,Hennessy,Thoroughbred Champions Training Center LLC,KY,20,21.4,135,4/18,Withdrawn,Out,,Thoroughbr
413,,B,C,4,23,16,Can the Man,Golden Desert,Vindication,"Niall Brennan Stables, Agent XXXIX",KY,8,out,,,Withdrawn,Out,,BrennanSta
414,,B,F,3,3,16,Goldencents,Golden History,Medaglia d'Oro,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXXV",KY,5,10.1,149,4/18,"50,000",Not Sold,,WavertreeS
415,,CH,C,3,30,16,Will Take Charge,Golden Mean,Mt. Livermore,"King's Equine, Agent XIV",ON,2,10.0,66,4/18,T M C,"150,000",,KingsEquin
416,,B,F,3,9,16,Curlin,Golden Rock,Bernardini,"Richardson Bloodstock, Agent",FL,3,10.2,15,4/18,"Eoin Harty, Agent for Equilite","220,000",,Richardson
417,,CH,C,5,4,16,Animal Kingdom,Golden Sunray,Crafty Prospector,"Niall Brennan Stables, Agent XI",KY,8,10.1,143,4/18,Alessandro Marconi,"60,000",,BrennanSta
418,,CH,F,5,13,16,Tapizar,Gold Mirage,Unbridled's Song,"Envision Equine, Agent",KY,D,21.4,79,4/18,Pete Mattson,"20,000",,EnvisionEq
419,,DB/BR,F,3,10,16,Sky Mesa,Gold Ring,Touch Gold,"Off the Hook LLC, Agent V",KY,13,10.2,94,4/18,"35,000",Not Sold,,OfftheHook
420,,GR/RO,C,3,15,16,Mizzen Mast,Gone Overboard,Gone West,"Mayberry Farm, Agent V",KY,B,10.4,128,4/18,"Small Batch Thoroughbreds, Agent","50,000",,MayberryFa
421,,CH,F,4,13,16,Jimmy Creed,Goodness Unbridled,Unbridled's Song,"Cary Frommer LLC, Agent for Redd Fox LLC",KY,9,10.1,155,4/18,WSS Consulting LLC & Hooties Racing LLC,"75,000",,FrommerLLC
422,,DB/BR,C,4,10,16,Goldencents,Goody Two Shoes,Orientate,"Gabriel Dixon, Agent",KY,18,22.0,70,4/18,"47,000",Not Sold,,DixonAgent
423,,B,C,5,11,16,Uncaptured,Gottcha First,Trippi,Ocala Stud,FL,4,21.4,100,4/18,John Dominguez,"25,000",,OcalaStud
424,,B,F,1,11,16,Into Mischief,Gracewood,Unbridled's Song,"Niall Brennan Stables, Agent XXVI",KY,8,out,,,Withdrawn,Out,,BrennanSta
425,,B,F,1,31,16,Lemon Drop Kid,Grand Style,Giant's Causeway,"de Meric Sales, Agent II",KY,12,out,,,Withdrawn,Out,,deMericSal
426,,CH,F,1,22,16,Lookin At Lucky,Gran Pashita,Horse Chestnut (SAF),"Off the Hook LLC, Agent",FL,13,10.3,176,4/18,Alex Kazdan,"11,000",PS,OfftheHook
427,,B,F,3,27,16,Uncle Mo,Gravitar,Unbridled's Song,"Eddie Woods, Agent XVIII",KY,11,out,,,Withdrawn,Out,,WoodsAgent
428,,DB/BR,F,4,3,16,Revolutionary,Grazettes Muchacha,D'wildcat,Grassroots Training & Sales LLC,FL,J,10.2,65,4/18,"25,000",Not Sold,,Grassroots
429,,CH,C,4,18,16,Flashback,Greatest Reward,Grand Reward,"Halcyon Hammock Farm, Agent I",FL,1,10.2,151,4/18,"K.O.I.D. Co., Ltd.","50,000",,HalcyonHam
430,,GR/RO,C,2,28,16,Will Take Charge,Greek Sister,Tapit,"Hoppel's Horse & Cattle Co., Inc., Agent II",FL,A,out,,,Withdrawn,Out,,HoppelsHor
431,,B,C,4,19,16,Congrats,Greenback Forest,Forestry,"Paul Sharp, Agent XII",KY,C,10.3,103,4/18,"K.O.I.D. Co., Ltd.","40,000",,SharpAgent
432,,DB/BR,F,4,24,16,Overanalyze,Green Eyed Cat,Tale of the Cat,"Cary Frommer LLC, Agent IX",KY,9,10.3,20,4/18,H & E Ranch,"50,000",,FrommerLLC
433,,B,C,5,4,16,Morning Line,Grey Song,Unbridled's Song,"Top Line Sales LLC, Agent XVIII",KY,14,10.3,28,4/18,Roberto Ortiz,"17,000",,TopLineSal
434,,B,F,2,9,16,Street Sense,Groovitude,Dixie Union,"Richardson Bloodstock, Agent",KY,3,10.2,144,4/18,"Frank Alosa, Agent for Albert Saenz","50,000",,Richardson
435,Surprise Again,B,F,3,27,16,Noble Mission (GB),Guest House,Ghostzapper,"Paul Sharp, Agent VIII",KY,C,10.4,170,4/18,"Adam Parker, Agent","150,000",,SharpAgent
436,,DB/BR,F,4,9,16,Verrazano,Guilty Pleasure,Pine Bluff,"de Meric Sales, Agent X",KY,12,21.2,4,4/18,"Steven W. Young, Agent","260,000",,deMericSal
437,,DB/BR,C,1,27,16,New Year's Day,Hanna Lantana,Kafwain,"Paul Sharp, Agent",NY,C,out,,,Withdrawn,Out,,SharpAgent
438,,B,C,3,8,16,Shanghai Bobby,Happily Ours,Half Ours,"Sequel Bloodstock, Agent",NY,9,10.1,163,4/18,"37,000",Not Sold,,SequelBloo
439,Miss Western,DB/BR,F,2,6,16,Verrazano,Harbin,Gone West,"Top Line Sales LLC, Agent XXXII",FL,14,10.3,157,4/18,Guillermo Berrios,"37,000",,TopLineSal
440,,DB/BR,C,3,4,16,Teuflesberg,Harborinthetempest,More Than Ready,"New Hope LLC, Agent I",NY,16,21.4,109,4/18,"Rockbridge Bloodstock, Agent","57,000",,NewHopeLLC
441,Drill Candy,CH,C,4,3,16,Drill,Hardcore Candy,Yonaguska,"Niall Brennan Stables, Agent II",FL,8,10.4,173,4/18,Guillermo Berrios,"42,000",,BrennanSta
442,,B,C,4,8,16,Street Sense,Hard Sun,Rock Hard Ten,"Eddie Woods, Agent XXIII",KY,11,out,,,Withdrawn,Out,,WoodsAgent
443,,DB/BR,F,3,5,16,Raison d'Etat,Hard to Copy,Mr. Prospector,"Kim Harrrison (Top Speed Farm), Agent I",KY,E,10.4,85,4/18,Walter Woodard,"5,000",,HarrrisonT
444,,DB/BR,F,5,6,16,Verrazano,Harlan Showgirl,Harlan's Holiday,"Mayberry Farm, Agent V",KY,B,out,,,Withdrawn,Out,,MayberryFa
445,,CH,C,5,8,16,Yes It's True,Hatta Flower,Dixie Union,"Pick View LLC, Agent VII",NY,14,out,,,Withdrawn,Out,,PickViewLL
446,,DB/BR,F,4,22,16,Tiznow,Havenlass,Elusive Quality,"Stephens Thoroughbreds LLC, Agent III",KY,H,10.3,136,4/18,Withdrawn,Out,,StephensTh
447,,CH,F,4,9,16,Flat Out,Headed Home,Anees,"Omega Farm, Agent",KY,6,21.2,123,4/18,Kenwood Racing LLC,"40,000",,OmegaFarmA
448,,GR/RO,C,2,9,16,Flashback,Head for Home,Whiskey Wisdom,"Grassroots Training & Sales LLC, Agent XI",KY,J,10.1,175,4/18,Majed Almorzooqi,"125,000",,Grassroots
449,,DB/BR,F,2,9,16,Central Banker,Headstrong Beauty,Latent Heat,"Richardson Bloodstock, Agent",KY,3,10.0,54,4/18,"Garry Simms, Agent for M and M Racing","85,000",PS,Richardson
450,,CH,F,4,19,16,Capo Bastone,Hearsay Social,He's Crafty,Golden Legacy Stable LLC,FL,20,10.2,154,4/18,VEB Racing Stable Corp,"15,000",,GoldenLega
451,,DB/BR,F,3,16,16,Maclean's Music,Heartless,Heatseeker (IRE),"Sequel Bloodstock, Agent",NY,9,10.1,26,4/18,"100,000",Not Sold,,SequelBloo
452,,GR/RO,C,3,16,16,Cairo Prince,Heat Sweep,Latent Heat,"Brick City Thoroughbreds, Agent",KY,3,10.1,115,4/18,Jim Divito,"220,000",,BrickCityT
453,,B,C,3,8,16,Big Brown,Heavenly Humor,Distorted Humor,"Mayberry Farm, Agent VI",NY,B,10.2,14,4/18,Gatsas Thoroughbreds LLC,"45,000",,MayberryFa
454,,DB/BR,F,5,13,16,Revolutionary,Heavens Above,St. Jovite,G. A. Thoroughbred Sales,KY,G,10.3,81,4/18,"14,000",Not Sold,,GAThorough
455,,CH,G,2,12,16,Data Link,Heckuva Hunter,Lion Heart,"Rivera Training and Sales, Agent IV",KY,20,21.4,32,4/18,"15,000",Not Sold,,RiveraTrai
456,,B,C,3,3,16,Paynter,Hedge Ratio,Unbridled,"Top Line Sales LLC, Agent IX",KY,14,10.3,134,4/18,Blackstone Street Racing,"4,000",,TopLineSal
457,,DB/BR,F,5,6,16,Shakin It Up,Hedy Hopper,Victory Gallop,"Grassroots Training & Sales LLC, Agent I",NY,J,10.1,131,4/18,Nice Guys STables,"40,000",PS,Grassroots
458,,B,C,2,22,16,Congrats,Heir Worthy,Medaglia d'Oro,"Crupi's New Castle Farm, Agent X",KY,6,10.3,165,4/18,Joseph A. Ioia,"35,000",,CrupisNewC
459,,CH,C,4,29,16,Hard Spun,Hekaayaat,Mr. Greeley,"Eddie Woods, Agent LII",KY,11,21.2,132,4/18,Whitehorse Stables,"200,000",,WoodsAgent
460,Cameron Marie,B,F,4,30,16,Super Ninety Nine,Helen Louise,Louis Quatorze,"Julie Davies, Agent",MD,18,10.0,57,4/18,"Gold Square, Englehart & Durr, Agent","135,000",,DaviesAgen
461,,CH,C,5,6,16,Algorithms,Hello Gypsy,Quiet American,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXXI",KY,5,11.0,166,4/18,"25,000",Not Sold,,WavertreeS
462,,CH,F,2,27,16,Uncaptured,Hello Rosie,Yes It's True,"Julie Davies, Agent IX",FL,18,10.0,11,4/18,"Plesa, Ellman & Melin","135,000",,DaviesAgen
463,,B,C,4,28,16,Kitten's Joy,He Loves Me More,More Than Ready,"Top Line Sales LLC, Agent XLIII",KY,14,10.1,78,4/18,Marc Tacher,"42,000",,TopLineSal
464,,B,C,4,6,16,English Channel,Henna,Horse Chestnut (SAF),"TIP Thoroughbred Investment Possibilities, Agent III",KY,19,10.2,160,4/18,Midwest Thoroughbreds Inc.,"40,000",PS,TIPThoroug
465,,CH,F,3,31,16,Winslow Homer,Henny Betty,Henny Hughes,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent",FL,2,11.0,86,4/18,River Bend Bloodstock,"1,000",,Journeyman
466,,B,C,2,13,16,Twirling Candy,Here Oui Go Again,Northern Afleet,"Brick City Thoroughbreds, Agent",KY,3,10.0,13,4/18,"Denholtz Stables, LLC","90,000",,BrickCityT
467,,B,F,5,9,16,Lemon Drop Kid,Hidden Expression,Yonaguska,"Randy Miles, Agent IV",KY,18,10.3,146,4/18,"Mike Ryan, Agent","160,000",,MilesAgent
468,,B,C,3,19,16,Data Link,Hidden Grove (GB),Forestry,"Top Line Sales LLC, Agent XXIV",KY,14,10.2,53,4/18,"45,000",Not Sold,,TopLineSal
469,,B,C,1,19,16,Overanalyze,Hidden Music,Elusive Quality,"Ocala Stud, Agent",NY,4,out,,,Withdrawn,Out,,OcalaStudA
