Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0034,"Taylor Made Sales Agency, Agent CLXXII ","","Notary Sojac","","CH",Colt,"Notary Sojac","American Pharoah","Prize Doll","","","","","R.N.A. (200,000)",---
1,0035,"Claiborne Farm, Agent ","","Cajole","","B",Filly,"Cajole","Flatter","Profess","","","","","Harris Training Center LLC",100000
1,0036,"Burleson Farms, Agent ","","Honest Money","","B",Colt,"Honest Money","Honor Code","Profit","","","","","F Brothers, Agent for Starlight",265000
1,0037,"Claiborne Farm, Agent ","","War Monarch","","B",Colt,"War Monarch","War Front","Queen Nefertiti (IRE)","","","","","Mercer Bloodstock",150000
1,0038,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ","","Jovial","","B",Colt,"Jovial","Runhappy","Queen of Empire","","","","","Marchmont Stable",450000
1,0039,"Lane's End, Agent ","","Candy's Parade","","CH",Filly,"Candy's Parade","Candy Ride (ARG)","Queen's Parade","","","","","Out",0
1,0040,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Felice","","B",Filly,"Felice","Runhappy","Queens Plaza","","","","","Out",0
1,0041,"Vinery Sales, Agent for Haymarket Farm LLC ","","Floodgate","","B",Colt,"Floodgate","Into Mischief","Queen's Wood","","","","","China Horse Club and Maverick Racing",560000
1,0042,"Gainesway, Agent for Stonestreet Bred & Raised ","","Alejandro","","B",Colt,"Alejandro","Curlin","Rachel's Valentina","","","","","Out",0
1,0043,"Claiborne Farm, Agent ","","Gun Lap","","B",Colt,"Gun Lap","Runhappy","Rapid Repair","","","","","Harris Training Center LLC",325000
1,0044,"Eaton Sales, Agent ","","Kanaan","","B",Colt,"Kanaan","American Pharoah","Rare Cat","","","","","J. B. Bloodstock",170000
1,0045,"Brookdale Sales, Agent for Hardacre Farm LLC ","","Westlake Lady","","CH",Filly,"Westlake Lady","Malibu Moon","Ready Signal","","","","","Kings Equine",120000
1,0046,"Paramount Sales, Agent LXIX ","","American Great","","B",Colt,"American Great","American Pharoah","Red Carpet Miss","","","","","Out",0
1,0047,"Four Star Sales, Agent ","","Ravir","","DB/BR",Filly,"Ravir","Uncle Mo","Rejoicing","","","","","Green Lantern Stables, LLC Patrick Masson, Agent",300000
1,0048,"Legacy Bloodstock, Agent ","","Big Lake","","CH",Colt,"Big Lake","American Pharoah","Resistivity","","","","","R.N.A. (250,000)",---
1,0049,"Lane's End, Agent ","","Bears Watching","","DB/BR",Colt,"Bears Watching","Karakontie (JPN)","Reunited","","","","","Out",0
1,0050,"Taylor Made Sales Agency, Agent L ","","Cal Fragrance","","DB/BR",Filly,"Cal Fragrance","California Chrome","Right There","","","","","Shadai Farm",180000
1,0051,"Gainesway, Agent VII ","","Taptical","","GR/RO",Colt,"Taptical","Tapit","Rigoletta","","","","","Out",0
1,0052,"Bedouin Bloodstock, Agent VIII ","","Almaan","","CH",Colt,"Almaan","Speightstown","Rosalind","","","","","Shadwell Estate Company, Ltd.",575000
1,0053,"Select Sales, Agent XL ","","Gold Bear","","DB/BR",Colt,"Gold Bear","Pioneerof the Nile","Rose to Gold","","","","","Quarter Pole Enterprises, LLC",225000
1,0054,"St. George Sales, Agent XXI ","","Angelou","","B",Filly,"Angelou","Curlin","Roxy Gap","","","","","Out",0
1,0055,"Penn Sales, Agent for Opas, Sinatra and Jain ","","She's a Shoo In","","DB/BR",Filly,"She's a Shoo In","Honor Code","Royal Flush","","","","","Lothenbach Stables, Inc.",110000
1,0056,"Paramount Sales, Agent CVIII ","","Radiant Gold","","B",Colt,"Radiant Gold","Medaglia d'Oro","Rubina (IRE)","","","","","Ben McElroy, Agent",200000
1,0057,"Brookdale Sales, Agent ","","Best Bet","","B",Colt,"Best Bet","Uncle Mo","Runway Ready","","","","","Ben Glass, Agent",250000
1,0058,"Claiborne Farm, Agent ","","Tour of Duty","","B",Colt,"Tour of Duty","War Front","Sabbatical","","","","","White Birch Farm, Inc.",700000
1,0059,"Gainesway, Agent LXII ","","Mozu Lotus Land","","CH",Colt,"Mozu Lotus Land","Tapit","Sacred Feather","","","","","Capital System Co. Ltd",425000
1,0060,"Taylor Made Sales Agency, Agent CXCVII ","","Stellium","","DB/BR",Filly,"Stellium","Empire Maker","Sacristy","","","","","Out",0
1,0061,"Taylor Made Sales Agency, Agent CLXI ","","Harvard","","B",Colt,"Harvard","Pioneerof the Nile","Sambuca Classica","","","","","Out",0
1,0062,"Blake-Albina Thoroughbred Services LLC ","","Pandia","","CH",Filly,"Pandia","Malibu Moon","Samsational","","","","","R.N.A. (180,000)",---
1,0063,"Hill 'n' Dale Sales Agency, Agent ","","Copacetic","","CH",Filly,"Copacetic","Curlin","Sam's Sister","","","","","Mike Ryan, Agent",375000
1,0064,"Taylor Made Sales Agency, Agent CLXIV ","","Fire On Time","","DB/BR",Filly,"Fire On Time","Not This Time","Sapphire Spitfire","","","","","Out",0
1,0065,"Gainesway, Agent LV ","","Shared Empire","","B",Filly,"Shared Empire","Pioneerof the Nile","Sapucai","","","","","Spendthrift Farm LLC",275000
1,0066,"Taylor Made Sales Agency, Agent CXCVII ","","Sleek Lynx (GB)","","DB/BR",Filly,"Sleek Lynx (GB)","War Front","Sarah Lynx (IRE)","","","","","R.N.A. (250,000)",---
1,0067,"Gainesway, Agent X ","","Military Bearing","","B",Colt,"Military Bearing","Empire Maker","Sassifaction","","","","","Randy Bradshaw",275000
1,0068,"Denali Stud, Agent for Stonestreet Bred & Raised ","","Scarlet Fusion","","CH",Colt,"Scarlet Fusion","Curlin","Scarlet Tango","","","","","Mike Ryan, Agent",800000
1,0069,"Penn Sales ","","Salit","","CH",Filly,"Salit","American Pharoah","Scherzi","","","","","Gary Contessa, Agent",175000
1,0070,"Lane's End, Agent ","","Paris Amour","","CH",Filly,"Paris Amour","Frosted","Schiaparelli","","","","","Out",0
1,0071,"Gainesway, Agent for Bonne Chance Farm, LLC ","","Eleven Central","","B",Colt,"Eleven Central","Into Mischief","Sealy Hill","","","","","Oxo Equine LLC",950000
1,0072,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds ","","Secret Weapon","","CH",Colt,"Secret Weapon","Candy Ride (ARG)","Secret","","","","","Ben McElroy, Agent",650000
1,0073,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Fan Club","","B",Colt,"Fan Club","Street Sense","Secret Return","","","","","Ben Glass, Agent",325000
1,0074,"Hill 'n' Dale Sales Agency, Agent ","","Celestial Pride","","B",Filly,"Celestial Pride","Ghostzapper","Seeking an Angel","","","","","R.N.A. (45,000)",---
1,0075,"Hinkle Farms ","","Lidstrom","","GR/RO",Colt,"Lidstrom","Tapit","Seeking Gabrielle","","","","","Godolphin",2500000
1,0076,"Denali Stud, Agent XLII ","","Anghaam","","CH",Filly,"Anghaam","Curlin","Serena's Harmony","","","","","Shadwell Estate Company, Ltd.",800000
1,0077,"Penn Sales ","","Total Authority","","B",Colt,"Total Authority","Quality Road","Settling for Gold","","","","","R.N.A. (140,000)",---
1,0078,"Sierra Farm ","","Mischiefful","","B",Filly,"Mischiefful","Into Mischief","Shanon Nicole","","","","","Out",0
1,0079,"Blake-Albina Thoroughbred Services LLC ","","Moonrock","","B",Filly,"Moonrock","Malibu Moon","She's Ready Made","","","","","Out",0
1,0080,"Penn Sales ","","Who's the Star","","B",Colt,"Who's the Star","Tonalist","Shine Forth","","","","","Golden Star Farm",375000
1,0081,"Four Star Sales, Agent ","","Belgian Congo","","DB/BR",Colt,"Belgian Congo","Pioneerof the Nile","Shook Up","","","","","White Birch Farm",775000
1,0082,"Brookdale Sales, Agent for Mineola Farm ","","Brony Boy","","B",Colt,"Brony Boy","Street Boss","Shutterbug","","","","","Out",0
1,0083,"Sierra Farm ","","Value Chain","","B",Colt,"Value Chain","Tiznow","Sierra Squall","","","","","Vinyard Ventures",250000
1,0084,"Gainesway, Agent L ","","Simply Sovereign","","B",Filly,"Simply Sovereign","American Pharoah","Simplify","","","","","Out",0
1,0085,"Gainesway, Agent X ","","American Yell","","GR/RO",Colt,"American Yell","Tapit","Sindy With an S","","","","","Yoshizawa Stable Co., Ltd.",700000
1,0086,"Gainesway, Agent XXXI ","","Galileo (IRE) --- Sing Softly","","B",Filly,"","Galileo (IRE)","Sing Softly","","","","","Joseph Burke Bloodstock",200000
1,0087,"Clearsky Farms, Agent I ","","Frosted Blue","","DB/BR",Filly,"Frosted Blue","Frosted","Sister Girl Blues","","","","","Hollendorfer or January",225000
1,0088,"St. George Sales, Agent III ","","Magic Man","","B",Colt,"Magic Man","American Pharoah","Slow Sand","","","","","Fox Hill Farm",225000
1,0089,"Hill 'n' Dale Sales Agency, Agent ","","Sneaky","","DB/BR",Filly,"Sneaky","Kitten's Joy","Sly Warrior","","","","","Jeffrey Bloom, Agent",100000
1,0090,"Select Sales, Agent for Machmer Hall I ","","Just Distorted","","CH",Filly,"Just Distorted","Distorted Humor","Smart Indeed","","","","","Tommy Town",400000
1,0091,"Taylor Made Sales Agency, Agent LX ","","Frozen Assets","","B",Colt,"Frozen Assets","Frosted","Smartly Agree","","","","","Centennial Farms",275000
1,0092,"Gainesway, Agent for F. Thomas Conway ","","Atlantic Road","","B",Colt,"Atlantic Road","Quality Road","Smart 'n Special","","","","","R.N.A. (185,000)",---
1,0093,"Taylor Made Sales Agency, Agent CXCVII ","","Sol Del Sur","","B",Colt,"Sol Del Sur","Medaglia d'Oro","Snow Fall","","","","","R.N.A. (235,000)",---
1,0094,"Brookdale Sales, Agent for Audley Farm Equine LLC ","","Powder Day","","GR/RO",Filly,"Powder Day","Frosted","Snow Top Mountain","","","","","Glen Hill Farm",250000
1,0095,"Claiborne Farm, Agent ","","Trupia","","B",Colt,"Trupia","War Front","Social Queen","","","","","Out",0
1,0096,"Hunter Valley Farm, Agent ","","Disco Pharoah","","CH",Colt,"Disco Pharoah","American Pharoah","Somalia","","","","","Bruno DeBerdt, Agent",200000
1,0097,"Taylor Made Sales Agency, Agent for Siena Farm LLC ","","Mozu Treasure","","CH",Filly,"Mozu Treasure","California Chrome","Somethinaboutbetty","","","","","Capital System Co. Ltd",200000
1,0098,"Taylor Made Sales Agency, Agent CXXXVIII ","","Chanson","","DB/BR",Filly,"Chanson","Exaggerator","Song of Bernadette","","","","","Jonathan Thomas, Agent",300000
1,0099,"Eaton Sales, Agent ","","Marlborough Road (IRE)","","B",Filly,"Marlborough Road (IRE)","The Gurkha (IRE)","Song to Remember","","","","","R.N.A. (95,000)",---
1,0100,"Mt. Brilliant Farm ","","Lily Margaret","","DB/BR",Filly,"Lily Margaret","Kitten's Joy","So Stylish","","","","","White Birch Farm",360000
1,0101,"Woods Edge Farm (Peter O'Callaghan), Agent ","","Prize Fighter","","GR/RO",Colt,"Prize Fighter","Frosted","Spanish Gold","","","","","Lothenbach Stables, Inc.",260000
1,0102,"Paramount Sales, Agent XXX ","","Bourbon Highway","","B",Colt,"Bourbon Highway","Street Sense","Special Treat","","","","","Jeffrey Bloom, Agent",110000
1,0103,"Taylor Made Sales Agency, Agent LIX ","","Askin for a Baskin","","B",Colt,"Askin for a Baskin","Distorted Humor","Spirit of the Dawn","","","","","Bill Rucker, JRE Racing/Travis Durr, Agent",500000
1,0104,"Hunter Valley Farm, Agent ","","Khafre","","CH",Colt,"Khafre","American Pharoah","Spring Street","","","","","Centennial Farms",500000
1,0105,"Mill Ridge Sales, Agent ","","Town of Gold","","B",Colt,"Town of Gold","Speightstown","Spunderful","","","","","Out",0
1,0106,"Glennwood Farm Inc., Agent ","","Stage Raider","","B",Colt,"Stage Raider","Pioneerof the Nile","Stage Magic","","","","","R.N.A. (950,000)",---
1,0107,"Wynnstay Sales, Agent IX ","","Beautiful Star","","B",Filly,"Beautiful Star","Tiznow","Starship Elusive","","","","","R.N.A. (150,000)",---
1,0108,"Betz Thoroughbreds, Inc., Agent ","","Candy Mover","","B",Colt,"Candy Mover","Candy Ride (ARG)","Star Silver","","","","","SBS V",100000
1,0109,"Claiborne Farm, Agent ","","Tracy Flick","","B",Filly,"Tracy Flick","War Front","Stay the Night","","","","","Out",0
1,0110,"Stonehaven Steadings ","","Steelin' Liberty","","CH",Filly,"Steelin' Liberty","Curlin","Steelin'","","","","","Out",0
1,0111,"Taylor Made Sales Agency, Agent LXXXVII ","","Egyptian Bride","","DB/BR",Filly,"Egyptian Bride","Pioneerof the Nile","Stopshoppingdebbie","","","","","Phoenix Thoroughbreds III",400000
1,0112,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for R. S. Evans","","Ada B.","","CH",Filly,"Ada B.","Candy Ride (ARG)","Storm Tide","","","","","Bradley Thoroughbreds, Agent",300000
1,0113,"Indian Creek, Agent ","","Lady Clementine","","DB/BR",Filly,"Lady Clementine","Pioneerof the Nile","Stormy B","","","","","Out",0
1,0114,"Eaton Sales, Agent ","","Cantata","","B",Filly,"Cantata","Medaglia d'Oro","Stoweshoe","","","","","Stonestreet Stables, LLC",950000
1,0115,"Paramount Sales, Agent XCII ","","Tale of the Street","","DB/BR",Filly,"Tale of the Street","Tale of the Cat","Street Beauty","","","","","Out",0
1,0116,"Woodford Thoroughbreds, Agent XIII ","","Mo Girl","","DB/BR",Filly,"Mo Girl","Uncle Mo","Street Girl","","","","","Mike Ryan, Agent",500000
1,0117,"Brookdale Sales, Agent ","","Malhoob","","CH",Colt,"Malhoob","Kitten's Joy","Street Interest","","","","","Shadwell Estate Company, Ltd.",325000
1,0118,"Glennwood Farm Inc., Agent ","","Equal Pay","","DB/BR",Filly,"Equal Pay","Quality Road","Street Rumor","","","","","Vinyard Ventures",475000
1,0119,"Taylor Made Sales Agency, Agent CLXXII ","","Mischief Free","","B",Filly,"Mischief Free","Into Mischief","Strike Free","","","","","Tommy Town",210000
1,0120,"Hill 'n' Dale Sales Agency, Agent ","","First Task","","DB/BR",Colt,"First Task","Uncle Mo","Succeeding","","","","","Repole Stables, Viola, M.V. Magnier",725000
1,0121,"Hidden Brook, Agent XIV ","","Sponsored","","DB/BR",Colt,"Sponsored","Runhappy","Summer Cruise","","","","","R.N.A. (310,000)",---
1,0122,"Stone Farm, Agent ","","Gone Rogue","","DB/BR",Colt,"Gone Rogue","Medaglia d'Oro","Summer Solo","","","","","Qatar Racing / Boomer Bloodstock",250000
1,0123,"Select Sales, Agent VI ","","White Fire","","B",Filly,"White Fire","Flintshire (GB)","Sumthingtotalkabt","","","","","White Birch Farm",160000
1,0124,"Gainesway, Agent XXXI ","","War Bomber (IRE)","","B",Colt,"War Bomber (IRE)","War Front","Sun Shower (IRE)","","","","","R.N.A. (190,000)",---
1,0125,"Stone Farm, Agent ","","Eamonn","","DB/BR",Colt,"Eamonn","Pioneerof the Nile","Super Espresso","","","","","R.N.A. (190,000)",---
1,0126,"Four Star Sales, Agent ","","Fonssagrives","","B",Filly,"Fonssagrives","Air Force Blue","Sure Route (GB)","","","","","Summerplace Farm",160000
1,0127,"Gainesway, Agent LVI ","","Baby Blythe","","GR/RO",Filly,"Baby Blythe","American Pharoah","Susie's Baby","","","","","Courtlandt Farm",325000
1,0128,"Paramount Sales, Agent LXIII ","","Rookie Year","","GR/RO",Colt,"Rookie Year","Tapit","Sweet Beat","","","","","Golden Star Farm",300000
1,0129,"Bluegrass Thoroughbred Services Inc., Agent III ","","Shannon","","B",Filly,"Shannon","Nyquist","Sweet Belle","","","","","Out",0
1,0130,"Gainesway, Agent XII ","","Downsideprotection","","CH",Filly,"Downsideprotection","Flatter","Sweet Destiny","","","","","James Street Stable",400000
1,0131,"Bluewater Sales LLC, Agent XV ","","Subconscious","","DB/BR",Colt,"Subconscious","Tapit","Sweet Dreams","","","","","Out",0
1,0132,"Four Star Sales, Agent ","","Naked On the Beach","","B",Filly,"Naked On the Beach","Malibu Moon","Sweet Talkin","","","","","Out",0
1,0133,"Sam-Son Farm ","","Youens","","B",Filly,"Youens","American Pharoah","Swoop and Strike","","","","","William Werner",250000
1,0134,"Lane's End, Agent for Dixiana Farms, LLC ","","Lady Brielle","","CH",Filly,"Lady Brielle","Tapit","Tabarin","","","","","Out",0
1,0135,"Hill 'n' Dale Sales Agency, Agent ","","Best Time","","GR/RO",Colt,"Best Time","Tapit","Take Charge Brandi","","","","","Phoenix Thoroughbreds III",700000
1,0136,"St. George Sales, Agent XXXV ","","Dolder Grand","","B",Colt,"Dolder Grand","Candy Ride (ARG)","Tamboz","","","","","Out",0
1,0137,"Warrendale Sales, Agent for Sandra Sexton and Silver Fern Farm","","Tough Tickets","","CH",Colt,"Tough Tickets","Nyquist","Tap Tap Tapping","","","","","Steven W. Young, Agent",225000
1,0138,"Denali Stud, Agent for Stonestreet Bred & Raised ","","Alexander Valley","","B",Colt,"Alexander Valley","Medaglia d'Oro","Tara's Tango","","","","","Godolphin",2150000
1,0139,"Eaton Sales, Agent ","","Wildcat Nation","","B",Colt,"Wildcat Nation","Runhappy","Tarty to the Party","","","","","China Horse Club and Maverick Racing",575000
1,0140,"Paramount Sales, Agent for Spendthrift Farm LLC ","","Fauci","","B",Colt,"Fauci","Malibu Moon","Tashzara (IRE)","","","","","Philip Antonacci, Agent",175000
1,0141,"Hill 'n' Dale Sales Agency, Agent ","","Paradisum","","B",Colt,"Paradisum","Medaglia d'Oro","Taste Of Heaven (AUS)","","","","","Kanayama Holdings Co., Ltd.",400000
1,0142,"Taylor Made Sales Agency, Agent XL ","","Kitten's Rumba","","CH",Colt,"Kitten's Rumba","Kitten's Joy","Tee Off","","","","","Shadai Farm",125000
1,0143,"Gainesway, Agent LXVI ","","Bourbon Royale","","GR/RO",Filly,"Bourbon Royale","Tapit","Temple Street","","","","","Out",0
1,0144,"Bluewater Sales LLC, Agent VIII ","","Eight Makar","","B",Colt,"Eight Makar","Empire Maker","Tempus Fugit","","","","","Carlo Vaccarezza",250000
1,0145,"Woodford Thoroughbreds, Agent I ","","Everything Changes","","CH",Colt,"Everything Changes","Curlin","Tension","","","","","R.N.A. (190,000)",---
1,0146,"Paramount Sales, Agent LXIX ","","Amsden","","DB/BR",Colt,"Amsden","American Pharoah","Tessie Flip","","","","","Andrew Farm & For The People",350000
1,0147,"Paramount Sales, Agent XXVIII ","","Talbeyah (IRE)","","B",Filly,"Talbeyah (IRE)","Lope de Vega (IRE)","Thai Haku (IRE)","","","","","Shadwell Estate Company, Ltd.",310000
1,0148,"Taylor Made Sales Agency, Agent VI ","","Sweet Mary Lou","","B",Filly,"Sweet Mary Lou","Candy Ride (ARG)","Thank You Marylou","","","","","Brisset / Tugel",130000
1,0149,"St. George Sales, Agent XXI ","","De la Soul","","B",Filly,"De la Soul","More Than Ready","The Crane","","","","","Mike Ryan, Agent",210000
1,0150,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent VI ","","Velvet Slippers","","B",Filly,"Velvet Slippers","Quality Road","The Tea Cups","","","","","Donato Lanni, Agent for Sara Kelly",425000
1,0151,"Bluegrass Thoroughbred Services Inc., Agent I ","","Fashion History","","B",Filly,"Fashion History","Pioneerof the Nile","Theyskens' Theory","","","","","Out",0
1,0152,"Gainesway, Agent XXIV ","","Orr","","B",Colt,"Orr","Nyquist","Tia","","","","","Centennial Farms",375000
1,0153,"Lane's End, Agent ","","Greatest Honour","","B",Colt,"Greatest Honour","Tapit","Tiffany's Honour","","","","","Out",0
1,0154,"Burleson Farms, Agent ","","Excursion","","B",Colt,"Excursion","Curlin","Tizamazing","","","","","Eclipse Thoroughbred Partners",325000
1,0155,"Taylor Made Sales Agency, Agent LXXXV ","","Seojoon","","GR/RO",Colt,"Seojoon","Liam's Map","Tiz Champ","","","","","Koichiro Yamaguchi",110000
1,0156,"Paramount Sales, Agent LXXV ","","Tiz Life","","DB/BR",Colt,"Tiz Life","American Pharoah","Tiz Miz Sue","","","","","R.N.A. (190,000)",---
1,0157,"Taylor Made Sales Agency, Agent CXXXV ","","No Pity","","B",Filly,"No Pity","Into Mischief","Tizso","","","","","Thomas Haughey for PTK, LLC",170000
1,0158,"Taylor Made Sales Agency, Agent for Siena Farm LLC ","","Prominently","","B",Filly,"Prominently","Nyquist","Tizsotrue","","","","","Mayberry Farm",480000
1,0159,"Taylor Made Sales Agency, Agent CCII ","","Thrilling","","B",Filly,"Thrilling","Uncle Mo","Together (IRE)","","","","","Twin Creeks Racing",200000
1,0160,"Four Star Sales, Agent for Spendthrift Farm LLC ","","Halfbarberbingie","","B",Colt,"Halfbarberbingie","American Pharoah","Topic","","","","","David Redvers",250000
1,0161,"Select Sales, Agent for Machmer Hall ","","Emblem Eagle","","B",Colt,"Emblem Eagle","Lemon Drop Kid","Total War","","","","","J. B. Bloodstock",140000
1,0162,"Hinkle Farms ","","Ghazaaly","","CH",Colt,"Ghazaaly","Curlin","Transportation","","","","","Shadwell Estate Company, Ltd.",1050000
1,0163,"Bluewater Sales LLC, Agent XXX ","","Wild Empress","","B",Filly,"Wild Empress","Empire Maker","Trappings","","","","","R.N.A. (180,000)",---
1,0164,"Gainesway, Agent XXXI ","","Tara Hill (IRE)","","B",Filly,"Tara Hill (IRE)","Camelot (GB)","Travel","","","","","R.N.A. (120,000)",---
1,0165,"Morris B. Floyd & Chuck Givens, Agent ","","Oh Steve","","B",Colt,"Oh Steve","Bernardini","Triumphantly","","","","","Chuck Givens",11000
1,0166,"Stonehaven Steadings ","","Feeling Mischief","","B",Filly,"Feeling Mischief","Into Mischief","True Feelings","","","","","Mellon Patch",300000
1,0167,"Four Star Sales, Agent ","","Belle Aurore","","B",Filly,"Belle Aurore","Galileo (IRE)","Turbulent Descent","","","","","North Hills Co., Ltd.",710000
1,0168,"Select Sales, Agent XL ","","Town Avenger","","DB/BR",Filly,"Town Avenger","Speightstown","Unavenged","","","","","Jim & Susan Hill",380000
1,0169,"Penn Sales ","","Fine Happy","","B",Filly,"Fine Happy","Runhappy","Unbridled Empire","","","","","Dr. Masatake Iida",340000
1,0170,"Ashview Farm (Bryan Lyster & Gray Lyster), Agent ","","America's Justice","","CH",Colt,"America's Justice","American Pharoah","Undercover Justice","","","","","R.N.A. (320,000)",---
1,0171,"Eaton Sales, Agent ","","Road to Success","","B",Colt,"Road to Success","Quality Road","Union City","","","","","Tom Durant",400000
